center,steering_angle
Training/0.png,0
Training/1.png,0
Training/2.png,0
Training/3.png,0
Training/4.png,0
Training/5.png,0
Training/6.png,0
Training/7.png,0
Training/8.png,0
Training/9.png,0
Training/10.png,0
Training/11.png,0
Training/12.png,0
Training/13.png,0
Training/14.png,0
Training/15.png,0
Training/16.png,0
Training/17.png,0
Training/18.png,0
Training/19.png,0
Training/20.png,0
Training/21.png,0
Training/22.png,0
Training/23.png,0
Training/24.png,0
Training/25.png,0
Training/26.png,0
Training/27.png,0
Training/28.png,0
Training/29.png,0
Training/30.png,0
Training/31.png,0
Training/32.png,0
Training/33.png,0
Training/34.png,0
Training/35.png,0
Training/36.png,0
Training/37.png,0
Training/38.png,0
Training/39.png,0
Training/40.png,0
Training/41.png,0
Training/42.png,0
Training/43.png,0
Training/44.png,0
Training/45.png,0
Training/46.png,0
Training/47.png,0
Training/48.png,0
Training/49.png,0
Training/50.png,0
Training/51.png,0
Training/52.png,0
Training/53.png,0
Training/54.png,0
Training/55.png,0
Training/56.png,0
Training/57.png,0
Training/58.png,0
Training/59.png,0
Training/60.png,0
Training/61.png,0
Training/62.png,0
Training/63.png,0
Training/64.png,0
Training/65.png,0
Training/66.png,0
Training/67.png,0
Training/68.png,0
Training/69.png,0
Training/70.png,0
Training/71.png,0
Training/72.png,0
Training/73.png,0
Training/74.png,0
Training/75.png,0
Training/76.png,0
Training/77.png,0
Training/78.png,0
Training/79.png,0
Training/80.png,0
Training/81.png,0
Training/82.png,0
Training/83.png,0
Training/84.png,0
Training/85.png,0
Training/86.png,0
Training/87.png,0
Training/88.png,0
Training/89.png,0
Training/90.png,0
Training/91.png,0
Training/92.png,0
Training/93.png,0
Training/94.png,0
Training/95.png,0
Training/96.png,0
Training/97.png,0
Training/98.png,0
Training/99.png,0
Training/100.png,0
Training/101.png,0
Training/102.png,0
Training/103.png,0
Training/104.png,0
Training/105.png,0
Training/106.png,0
Training/107.png,0
Training/108.png,0
Training/109.png,0
Training/110.png,0
Training/111.png,0
Training/112.png,0
Training/113.png,0
Training/114.png,0
Training/115.png,0
Training/116.png,0
Training/117.png,0
Training/118.png,0
Training/119.png,0
Training/120.png,0
Training/121.png,0
Training/122.png,0
Training/123.png,0
Training/124.png,0
Training/125.png,0
Training/126.png,0
Training/127.png,0
Training/128.png,0
Training/129.png,0
Training/130.png,0
Training/131.png,0
Training/132.png,0
Training/133.png,0
Training/134.png,0
Training/135.png,0
Training/136.png,0
Training/137.png,0
Training/138.png,0
Training/139.png,0
Training/140.png,0
Training/141.png,0
Training/142.png,0
Training/143.png,0
Training/144.png,0
Training/145.png,0
Training/146.png,0
Training/147.png,0
Training/148.png,0
Training/149.png,0
Training/150.png,0
Training/151.png,0
Training/152.png,0
Training/153.png,0
Training/154.png,0
Training/155.png,0
Training/156.png,0
Training/157.png,0
Training/158.png,0
Training/159.png,0
Training/160.png,0
Training/161.png,0
Training/162.png,0
Training/163.png,0
Training/164.png,0
Training/165.png,0
Training/166.png,0
Training/167.png,0
Training/168.png,0
Training/169.png,0
Training/170.png,0
Training/171.png,0
Training/172.png,0
Training/173.png,0
Training/174.png,0
Training/175.png,0
Training/176.png,0
Training/177.png,0
Training/178.png,0
Training/179.png,0
Training/180.png,0
Training/181.png,0
Training/182.png,0
Training/183.png,0
Training/184.png,0
Training/185.png,0
Training/186.png,0
Training/187.png,0
Training/188.png,0
Training/189.png,0
Training/190.png,0
Training/191.png,0
Training/192.png,0
Training/193.png,0
Training/194.png,0
Training/195.png,0
Training/196.png,0
Training/197.png,0
Training/198.png,0
Training/199.png,0
Training/200.png,0
Training/201.png,0
Training/202.png,0
Training/203.png,0
Training/204.png,0
Training/205.png,0
Training/206.png,0
Training/207.png,0
Training/208.png,0
Training/209.png,0
Training/210.png,0
Training/211.png,0
Training/212.png,0
Training/213.png,0
Training/214.png,0
Training/215.png,0
Training/216.png,0
Training/217.png,0
Training/218.png,0
Training/219.png,0
Training/220.png,0
Training/221.png,0
Training/222.png,0
Training/223.png,0
Training/224.png,0
Training/225.png,0
Training/226.png,0
Training/227.png,0
Training/228.png,0
Training/229.png,0
Training/230.png,0
Training/231.png,0
Training/232.png,0
Training/233.png,0
Training/234.png,0
Training/235.png,0
Training/236.png,0
Training/237.png,0
Training/238.png,0
Training/239.png,0
Training/240.png,0
Training/241.png,0
Training/242.png,0
Training/243.png,0
Training/244.png,0
Training/245.png,0
Training/246.png,0
Training/247.png,0
Training/248.png,0
Training/249.png,0
Training/250.png,0
Training/251.png,0
Training/252.png,0
Training/253.png,0
Training/254.png,0
Training/255.png,0
Training/256.png,0
Training/257.png,0
Training/258.png,0
Training/259.png,0
Training/260.png,0
Training/261.png,0
Training/262.png,0
Training/263.png,0
Training/264.png,0
Training/265.png,0
Training/266.png,0
Training/267.png,0
Training/268.png,0
Training/269.png,0
Training/270.png,0
Training/271.png,0
Training/272.png,0
Training/273.png,0
Training/274.png,0
Training/275.png,0
Training/276.png,0
Training/277.png,0
Training/278.png,0
Training/279.png,0
Training/280.png,0
Training/281.png,0
Training/282.png,0
Training/283.png,0
Training/284.png,0
Training/285.png,0
Training/286.png,0
Training/287.png,0
Training/288.png,0
Training/289.png,0
Training/290.png,0
Training/291.png,0
Training/292.png,0
Training/293.png,0
Training/294.png,0
Training/295.png,0
Training/296.png,0
Training/297.png,0
Training/298.png,0
Training/299.png,0
Training/300.png,0
Training/301.png,0
Training/302.png,0
Training/303.png,0
Training/304.png,0
Training/305.png,0
Training/306.png,0
Training/307.png,0
Training/308.png,0
Training/309.png,0
Training/310.png,0
Training/311.png,0
Training/312.png,0
Training/313.png,0
Training/314.png,0
Training/315.png,0
Training/316.png,0
Training/317.png,0
Training/318.png,0
Training/319.png,0
Training/320.png,0
Training/321.png,0
Training/322.png,0
Training/323.png,0
Training/324.png,0
Training/325.png,0
Training/326.png,0
Training/327.png,0
Training/328.png,0
Training/329.png,0
Training/330.png,0
Training/331.png,0
Training/332.png,0
Training/333.png,0
Training/334.png,0
Training/335.png,0
Training/336.png,0
Training/337.png,0
Training/338.png,0
Training/339.png,0
Training/340.png,0
Training/341.png,0
Training/342.png,0
Training/343.png,0
Training/344.png,0
Training/345.png,0
Training/346.png,0
Training/347.png,0
Training/348.png,0
Training/349.png,0
Training/350.png,0
Training/351.png,0
Training/352.png,0
Training/353.png,0
Training/354.png,0
Training/355.png,0
Training/356.png,0
Training/357.png,0
Training/358.png,0
Training/359.png,0
Training/360.png,0
Training/361.png,0
Training/362.png,0
Training/363.png,0
Training/364.png,0
Training/365.png,0
Training/366.png,0
Training/367.png,0
Training/368.png,0
Training/369.png,0
Training/370.png,0
Training/371.png,0
Training/372.png,0
Training/373.png,0
Training/374.png,0
Training/375.png,0
Training/376.png,0
Training/377.png,0
Training/378.png,0
Training/379.png,0
Training/380.png,0
Training/381.png,0
Training/382.png,0
Training/383.png,0
Training/384.png,0
Training/385.png,0
Training/386.png,0
Training/387.png,0
Training/388.png,0
Training/389.png,0
Training/390.png,0
Training/391.png,0
Training/392.png,0
Training/393.png,0
Training/394.png,0
Training/395.png,0
Training/396.png,0
Training/397.png,0
Training/398.png,0
Training/399.png,0
Training/400.png,0
Training/401.png,0
Training/402.png,0
Training/403.png,0
Training/404.png,0
Training/405.png,0
Training/406.png,0
Training/407.png,0
Training/408.png,0
Training/409.png,0
Training/410.png,0
Training/411.png,0
Training/412.png,0
Training/413.png,0
Training/414.png,0
Training/415.png,0
Training/416.png,0
Training/417.png,0
Training/418.png,0
Training/419.png,0
Training/420.png,0
Training/421.png,0
Training/422.png,0
Training/423.png,0
Training/424.png,0
Training/425.png,0
Training/426.png,0
Training/427.png,0
Training/428.png,0
Training/429.png,0
Training/430.png,0
Training/431.png,0
Training/432.png,0
Training/433.png,0
Training/434.png,0
Training/435.png,0
Training/436.png,0
Training/437.png,0
Training/438.png,0
Training/439.png,0
Training/440.png,0
Training/441.png,0
Training/442.png,0
Training/443.png,0
Training/444.png,0
Training/445.png,0
Training/446.png,0
Training/447.png,0
Training/448.png,0
Training/449.png,0
Training/450.png,0
Training/451.png,0
Training/452.png,0
Training/453.png,0
Training/454.png,0
Training/455.png,0
Training/456.png,-0.016265869140625
Training/457.png,-0.016265869140625
Training/458.png,-0.014427185058594
Training/459.png,-0.014427185058594
Training/460.png,-0.014427185058594
Training/461.png,-0.014427185058594
Training/462.png,-0.014427185058594
Training/463.png,-0.014427185058594
Training/464.png,-0.014427185058594
Training/465.png,-0.014427185058594
Training/466.png,-0.014427185058594
Training/467.png,-0.014427185058594
Training/468.png,-0.014427185058594
Training/469.png,-0.014427185058594
Training/470.png,-0.014427185058594
Training/471.png,-0.014427185058594
Training/472.png,-0.014427185058594
Training/473.png,-0.014427185058594
Training/474.png,-0.014427185058594
Training/475.png,-0.014427185058594
Training/476.png,-0.014427185058594
Training/477.png,-0.014427185058594
Training/478.png,-0.014427185058594
Training/479.png,-0.014427185058594
Training/480.png,-0.012580871582031
Training/481.png,-0.0107421875
Training/482.png,-0.0107421875
Training/483.png,0
Training/484.png,0
Training/485.png,0
Training/486.png,0
Training/487.png,0
Training/488.png,0
Training/489.png,0
Training/490.png,0
Training/491.png,0
Training/492.png,0
Training/493.png,0
Training/494.png,0
Training/495.png,0
Training/496.png,0
Training/497.png,0
Training/498.png,0
Training/499.png,0
Training/500.png,0
Training/501.png,0
Training/502.png,0
Training/503.png,0
Training/504.png,0
Training/505.png,0
Training/506.png,0.010841369628906
Training/507.png,0.012947082519531
Training/508.png,0.017425537109375
Training/509.png,0.02294921875
Training/510.png,0.028213500976563
Training/511.png,0.036636352539063
Training/512.png,0.043479919433594
Training/513.png,0.047958374023438
Training/514.png,0.049270629882813
Training/515.png,0.050590515136719
Training/516.png,0.051643371582031
Training/517.png,0.052169799804688
Training/518.png,0.053749084472656
Training/519.png,0.058486938476563
Training/520.png,0.063751220703125
Training/521.png,0.077171325683594
Training/522.png,0.084014892578125
Training/523.png,0.091651916503906
Training/524.png,0.095069885253906
Training/525.png,0.095863342285156
Training/526.png,0.098228454589844
Training/527.png,0.098495483398438
Training/528.png,0.099021911621094
Training/529.png,0.099021911621094
Training/530.png,0.099021911621094
Training/531.png,0.0987548828125
Training/532.png,0.0953369140625
Training/533.png,0.087173461914063
Training/534.png,0.076118469238281
Training/535.png,0.068489074707031
Training/536.png,0.06085205078125
Training/537.png,0.056381225585938
Training/538.png,0.053749084472656
Training/539.png,0.052169799804688
Training/540.png,0.049537658691406
Training/541.png,0.047958374023438
Training/542.png,0.042167663574219
Training/543.png,0.042167663574219
Training/544.png,0.039794921875
Training/545.png,0.039794921875
Training/546.png,0.039794921875
Training/547.png,0.039794921875
Training/548.png,0.039794921875
Training/549.png,0.039794921875
Training/550.png,0.039794921875
Training/551.png,0.039794921875
Training/552.png,0.039794921875
Training/553.png,0.037956237792969
Training/554.png,0.036109924316406
Training/555.png,0.036109924316406
Training/556.png,0.0279541015625
Training/557.png,0.026107788085938
Training/558.png,0.02294921875
Training/559.png,0.01953125
Training/560.png,0.017684936523438
Training/561.png,0.017684936523438
Training/562.png,0.017684936523438
Training/563.png,0.017684936523438
Training/564.png,0.015846252441406
Training/565.png,0.015846252441406
Training/566.png,0.015846252441406
Training/567.png,0.015846252441406
Training/568.png,0.015846252441406
Training/569.png,0.015846252441406
Training/570.png,0.015846252441406
Training/571.png,0.015846252441406
Training/572.png,0.015846252441406
Training/573.png,0.015846252441406
Training/574.png,0.015846252441406
Training/575.png,0.015846252441406
Training/576.png,0.015846252441406
Training/577.png,0.015846252441406
Training/578.png,0.015846252441406
Training/579.png,0.015846252441406
Training/580.png,0.015846252441406
Training/581.png,0.015846252441406
Training/582.png,0.015846252441406
Training/583.png,0.015846252441406
Training/584.png,0.015846252441406
Training/585.png,0.015846252441406
Training/586.png,0.015846252441406
Training/587.png,0.015846252441406
Training/588.png,0.015846252441406
Training/589.png,0.015846252441406
Training/590.png,0.015846252441406
Training/591.png,0.015846252441406
Training/592.png,0.015846252441406
Training/593.png,0.015846252441406
Training/594.png,0.015846252441406
Training/595.png,0.015846252441406
Training/596.png,0.017684936523438
Training/597.png,0.017684936523438
Training/598.png,0.019790649414063
Training/599.png,0.022422790527344
Training/600.png,0.025848388671875
Training/601.png,0.030586242675781
Training/602.png,0.036376953125
Training/603.png,0.042167663574219
Training/604.png,0.046905517578125
Training/605.png,0.049797058105469
Training/606.png,0.051376342773438
Training/607.png,0.051902770996094
Training/608.png,0.05242919921875
Training/609.png,0.05242919921875
Training/610.png,0.05242919921875
Training/611.png,0.05242919921875
Training/612.png,0.05242919921875
Training/613.png,0.052169799804688
Training/614.png,0.052169799804688
Training/615.png,0.05242919921875
Training/616.png,0.052169799804688
Training/617.png,0.052169799804688
Training/618.png,0.05242919921875
Training/619.png,0.05242919921875
Training/620.png,0.052696228027344
Training/621.png,0.05242919921875
Training/622.png,0.05242919921875
Training/623.png,0.05242919921875
Training/624.png,0.05242919921875
Training/625.png,0.05242919921875
Training/626.png,0.052955627441406
Training/627.png,0.05322265625
Training/628.png,0.053482055664063
Training/629.png,0.053749084472656
Training/630.png,0.054275512695313
Training/631.png,0.054534912109375
Training/632.png,0.055061340332031
Training/633.png,0.055587768554688
Training/634.png,0.056114196777344
Training/635.png,0.056114196777344
Training/636.png,0.056114196777344
Training/637.png,0.056114196777344
Training/638.png,0.056381225585938
Training/639.png,0.056114196777344
Training/640.png,0.056114196777344
Training/641.png,0.056114196777344
Training/642.png,0.055854797363281
Training/643.png,0.055854797363281
Training/644.png,0.056114196777344
Training/645.png,0.056114196777344
Training/646.png,0.056381225585938
Training/647.png,0.056381225585938
Training/648.png,0.056640625
Training/649.png,0.056640625
Training/650.png,0.056907653808594
Training/651.png,0.056907653808594
Training/652.png,0.056640625
Training/653.png,0.056381225585938
Training/654.png,0.056381225585938
Training/655.png,0.055854797363281
Training/656.png,0.056114196777344
Training/657.png,0.056114196777344
Training/658.png,0.056114196777344
Training/659.png,0.056114196777344
Training/660.png,0.056114196777344
Training/661.png,0.056114196777344
Training/662.png,0.056114196777344
Training/663.png,0.056114196777344
Training/664.png,0.056381225585938
Training/665.png,0.056640625
Training/666.png,0.056381225585938
Training/667.png,0.056381225585938
Training/668.png,0.056381225585938
Training/669.png,0.056381225585938
Training/670.png,0.056640625
Training/671.png,0.056640625
Training/672.png,0.056640625
Training/673.png,0.05743408203125
Training/674.png,0.058746337890625
Training/675.png,0.061378479003906
Training/676.png,0.065589904785156
Training/677.png,0.068222045898438
Training/678.png,0.070327758789063
Training/679.png,0.071121215820313
Training/680.png,0.071907043457031
Training/681.png,0.071907043457031
Training/682.png,0.072174072265625
Training/683.png,0.072174072265625
Training/684.png,0.072174072265625
Training/685.png,0.072433471679688
Training/686.png,0.072433471679688
Training/687.png,0.072433471679688
Training/688.png,0.072174072265625
Training/689.png,0.072174072265625
Training/690.png,0.072174072265625
Training/691.png,0.071907043457031
Training/692.png,0.072174072265625
Training/693.png,0.072433471679688
Training/694.png,0.072174072265625
Training/695.png,0.072174072265625
Training/696.png,0.071907043457031
Training/697.png,0.071907043457031
Training/698.png,0.072174072265625
Training/699.png,0.072174072265625
Training/700.png,0.072700500488281
Training/701.png,0.073486328125
Training/702.png,0.075065612792969
Training/703.png,0.076911926269531
Training/704.png,0.081123352050781
Training/705.png,0.083755493164063
Training/706.png,0.08612060546875
Training/707.png,0.088752746582031
Training/708.png,0.090858459472656
Training/709.png,0.092704772949219
Training/710.png,0.093757629394531
Training/711.png,0.094810485839844
Training/712.png,0.095069885253906
Training/713.png,0.095596313476563
Training/714.png,0.095596313476563
Training/715.png,0.095069885253906
Training/716.png,0.095069885253906
Training/717.png,0.0953369140625
Training/718.png,0.095069885253906
Training/719.png,0.094810485839844
Training/720.png,0.094810485839844
Training/721.png,0.094810485839844
Training/722.png,0.09454345703125
Training/723.png,0.09454345703125
Training/724.png,0.094810485839844
Training/725.png,0.094810485839844
Training/726.png,0.095069885253906
Training/727.png,0.095069885253906
Training/728.png,0.095069885253906
Training/729.png,0.095069885253906
Training/730.png,0.095069885253906
Training/731.png,0.0953369140625
Training/732.png,0.095069885253906
Training/733.png,0.0953369140625
Training/734.png,0.0953369140625
Training/735.png,0.0953369140625
Training/736.png,0.095596313476563
Training/737.png,0.096122741699219
Training/738.png,0.096916198730469
Training/739.png,0.0987548828125
Training/740.png,0.100601196289063
Training/741.png,0.105598449707031
Training/742.png,0.111915588378906
